sp|Q6VN46|MYG_DANRE,0.156462585,0.027210884,0.040816327,0.068027211,0.006802721,0.047619048,0.013605442,0.108843537,0.034013605,0.040816327,0.129251701,0.088435374,0.020408163,0.034013605,0.027210884,0.020408163,0.027210884,0.006802721,0.027210884,0.074829932,7
sp|Q6I7B0|MYG_AUXRO,0.163265306,0.013605442,0.054421769,0.054421769,0.006802721,0.040816327,0.020408163,0.102040816,0.040816327,0.054421769,0.108843537,0.095238095,0.027210884,0.047619048,0.034013605,0.006802721,0.047619048,0.006802721,0.006802721,0.068027211,7
sp|Q6PL31|MYG_OCHCU,0.084415584,0.012987013,0.025974026,0.058441558,0,0.084415584,0.045454545,0.097402597,0.051948052,0.038961039,0.123376623,0.12987013,0.025974026,0.045454545,0.025974026,0.051948052,0.025974026,0.012987013,0.012987013,0.045454545,7
sp|Q0KIY3|MYG_PENEL,0.11038961,0.019480519,0.012987013,0.058441558,0,0.077922078,0.025974026,0.084415584,0.077922078,0.064935065,0.123376623,0.12987013,0.019480519,0.045454545,0.025974026,0.032467532,0.032467532,0.012987013,0.012987013,0.032467532,7
sp|Q0KIY1|MYG_BALBO,0.116883117,0.019480519,0.019480519,0.058441558,0,0.077922078,0.032467532,0.071428571,0.071428571,0.064935065,0.116883117,0.12987013,0.019480519,0.045454545,0.025974026,0.032467532,0.032467532,0.012987013,0.012987013,0.038961039,7
sp|Q9DGJ2|MYG_THUAA,0.136054422,0.013605442,0.040816327,0.047619048,0.006802721,0.047619048,0.027210884,0.095238095,0.034013605,0.068027211,0.115646259,0.102040816,0.027210884,0.040816327,0.034013605,0.034013605,0.054421769,0.006802721,0.013605442,0.054421769,7
sp|Q76G09|MYG_THUOB,0.142857143,0.013605442,0.040816327,0.040816327,0.006802721,0.054421769,0.020408163,0.095238095,0.040816327,0.068027211,0.115646259,0.102040816,0.020408163,0.040816327,0.034013605,0.034013605,0.047619048,0.006802721,0.013605442,0.06122449,7
sp|Q9DEN8|MYG_NOTNE,0.149659864,0.020408163,0.020408163,0.06122449,0.006802721,0.06122449,0.006802721,0.095238095,0.047619048,0.054421769,0.12244898,0.081632653,0.040816327,0.040816327,0.034013605,0.027210884,0.054421769,0.006802721,0.013605442,0.054421769,7
sp|Q0KIY2|MYG_BALED,0.116883117,0.019480519,0.019480519,0.058441558,0,0.077922078,0.032467532,0.071428571,0.071428571,0.064935065,0.116883117,0.12987013,0.019480519,0.045454545,0.025974026,0.032467532,0.032467532,0.012987013,0.012987013,0.038961039,7
sp|P87497|MYG_CHIRA,0.142857143,0.020408163,0.020408163,0.06122449,0.006802721,0.06122449,0.006802721,0.088435374,0.054421769,0.06122449,0.12244898,0.081632653,0.040816327,0.040816327,0.034013605,0.034013605,0.06122449,0.006802721,0.006802721,0.047619048,7
sp|Q0KIY5|MYG_KOGBR,0.116883117,0.025974026,0,0.045454545,0,0.090909091,0.032467532,0.064935065,0.084415584,0.064935065,0.116883117,0.123376623,0.019480519,0.038961039,0.025974026,0.045454545,0.025974026,0.012987013,0.019480519,0.045454545,7
sp|Q9DEP0|MYG_CRYAN,0.136054422,0.020408163,0.013605442,0.06122449,0.006802721,0.06122449,0.006802721,0.095238095,0.054421769,0.06122449,0.12244898,0.081632653,0.034013605,0.040816327,0.034013605,0.034013605,0.068027211,0.006802721,0.006802721,0.054421769,7
sp|Q0KIY0|MYG_MESST,0.103896104,0.012987013,0,0.045454545,0,0.090909091,0.025974026,0.077922078,0.090909091,0.058441558,0.123376623,0.136363636,0.019480519,0.045454545,0.025974026,0.051948052,0.032467532,0.012987013,0.012987013,0.032467532,7
sp|Q9DEP1|MYG_PSEGE,0.142857143,0.020408163,0.020408163,0.06122449,0.006802721,0.06122449,0.006802721,0.095238095,0.040816327,0.054421769,0.129251701,0.081632653,0.034013605,0.040816327,0.027210884,0.034013605,0.054421769,0.006802721,0.020408163,0.06122449,7
sp|Q2MJN4|MYG_BOSMU,0.116883117,0.012987013,0.025974026,0.051948052,0,0.084415584,0.025974026,0.084415584,0.084415584,0.038961039,0.11038961,0.116883117,0.025974026,0.045454545,0.019480519,0.038961039,0.032467532,0.012987013,0.012987013,0.058441558,7
sp|Q9DEN9|MYG_GOBGI,0.142857143,0.020408163,0.020408163,0.06122449,0.006802721,0.06122449,0.006802721,0.088435374,0.047619048,0.054421769,0.12244898,0.081632653,0.034013605,0.040816327,0.034013605,0.034013605,0.06122449,0.006802721,0.013605442,0.06122449,7
sp|Q0KIY9|MYG_INDPC,0.11038961,0.012987013,0,0.045454545,0,0.090909091,0.025974026,0.071428571,0.090909091,0.058441558,0.123376623,0.136363636,0.019480519,0.045454545,0.025974026,0.051948052,0.032467532,0.012987013,0.012987013,0.032467532,7
sp|Q0KIY6|MYG2_STEAT,0.11038961,0.019480519,0.019480519,0.058441558,0,0.077922078,0.025974026,0.077922078,0.077922078,0.051948052,0.123376623,0.12987013,0.019480519,0.045454545,0.025974026,0.032467532,0.038961039,0.012987013,0.012987013,0.038961039,7
sp|Q0KIY7|MYG1_STEAT,0.11038961,0.019480519,0.019480519,0.058441558,0,0.077922078,0.025974026,0.084415584,0.077922078,0.051948052,0.123376623,0.12987013,0.019480519,0.045454545,0.025974026,0.032467532,0.032467532,0.012987013,0.012987013,0.038961039,7
sp|Q9DGJ0|MYG_SARCH,0.149659864,0.013605442,0.047619048,0.040816327,0,0.054421769,0.034013605,0.088435374,0.040816327,0.06122449,0.095238095,0.102040816,0.040816327,0.047619048,0.034013605,0.034013605,0.040816327,0.006802721,0.013605442,0.054421769,7
sp|Q9DGJ1|MYG_MAKNI,0.149659864,0.006802721,0.040816327,0.034013605,0,0.068027211,0.013605442,0.081632653,0.054421769,0.074829932,0.088435374,0.115646259,0.040816327,0.040816327,0.034013605,0.027210884,0.06122449,0.006802721,0.013605442,0.047619048,7
sp|Q9DGI8|MYG_KATPE,0.171232877,0.01369863,0.054794521,0.047945205,0.006849315,0.047945205,0.020547945,0.095890411,0.047945205,0.061643836,0.123287671,0.095890411,0.01369863,0.04109589,0.02739726,0.006849315,0.047945205,0.006849315,0.006849315,0.061643836,7
sp|Q9DGI9|MYG_SCOJP,0.136054422,0.013605442,0.054421769,0.06122449,0,0.040816327,0.020408163,0.102040816,0.034013605,0.074829932,0.088435374,0.102040816,0.040816327,0.054421769,0.027210884,0.020408163,0.047619048,0.006802721,0.013605442,0.06122449,7
sp|P51535|GLB2_NIPBR,0.097402597,0.038961039,0.038961039,0.084415584,0.019480519,0.038961039,0.045454545,0.071428571,0.038961039,0.019480519,0.103896104,0.090909091,0.006493506,0.084415584,0.025974026,0.058441558,0.032467532,0.025974026,0.012987013,0.064935065,7
tr|B6VRV1|B6VRV1_SERDU,0.129251701,0.013605442,0.054421769,0.040816327,0,0.06122449,0.020408163,0.081632653,0.047619048,0.068027211,0.095238095,0.102040816,0.040816327,0.040816327,0.034013605,0.020408163,0.068027211,0.006802721,0.013605442,0.06122449,7
tr|A0A0A7HRI5|A0A0A7HRI5_HETGA,0.077922078,0.025974026,0.012987013,0.051948052,0,0.084415584,0.051948052,0.116883117,0.045454545,0.045454545,0.123376623,0.116883117,0.019480519,0.045454545,0.025974026,0.051948052,0.032467532,0.012987013,0.012987013,0.045454545,7
tr|F6PMG4|F6PMG4_CALJA,0.084415584,0.012987013,0.012987013,0.051948052,0,0.090909091,0.038961039,0.090909091,0.064935065,0.038961039,0.116883117,0.136363636,0.025974026,0.045454545,0.032467532,0.045454545,0.025974026,0.012987013,0.012987013,0.058441558,7
tr|B5X603|B5X603_SALSA,0.129032258,0.064516129,0.064516129,0.043010753,0.021505376,0.043010753,0.021505376,0.107526882,0.053763441,0.010752688,0.139784946,0.032258065,0.021505376,0.032258065,0.032258065,0.032258065,0.053763441,0.010752688,0.032258065,0.053763441,7
tr|R9RZM3|R9RZM3_URSMA,0.084415584,0.019480519,0.019480519,0.051948052,0,0.090909091,0.045454545,0.103896104,0.058441558,0.051948052,0.123376623,0.12987013,0.019480519,0.045454545,0.025974026,0.038961039,0.025974026,0.012987013,0.012987013,0.038961039,7
tr|R9RY82|R9RY82_LEPWE,0.084415584,0.032467532,0.019480519,0.051948052,0,0.090909091,0.019480519,0.077922078,0.084415584,0.058441558,0.123376623,0.123376623,0.019480519,0.045454545,0.025974026,0.045454545,0.038961039,0.012987013,0.012987013,0.032467532,7
tr|A1YQ89|A1YQ89_GADMO,0.137931034,0.027586207,0.027586207,0.055172414,0.006896552,0.055172414,0.013793103,0.082758621,0.048275862,0.034482759,0.131034483,0.082758621,0.027586207,0.027586207,0.034482759,0.034482759,0.062068966,0.006896552,0.020689655,0.082758621,7
tr|R9RZK8|R9RZK8_BALMY,0.103896104,0.019480519,0.019480519,0.058441558,0,0.077922078,0.032467532,0.084415584,0.071428571,0.058441558,0.116883117,0.12987013,0.019480519,0.045454545,0.025974026,0.032467532,0.032467532,0.012987013,0.012987013,0.045454545,7
