tr|Q5AX11|Q5AX11_EMENI,0.097560976,0.031707317,0.031707317,0.058536585,0.007317073,0.041463415,0.053658537,0.065853659,0.03902439,0.046341463,0.102439024,0.046341463,0.019512195,0.036585366,0.065853659,0.068292683,0.065853659,0.007317073,0.043902439,0.070731707,2
tr|A0A095IT37|A0A095IT37_BURPE,0.13681592,0.05721393,0.032338308,0.054726368,0.004975124,0.059701493,0.032338308,0.082089552,0.042288557,0.044776119,0.067164179,0.037313433,0.027363184,0.034825871,0.052238806,0.047263682,0.052238806,0.009950249,0.029850746,0.094527363,2
tr|A0A372MUK0|A0A372MUK0_ACIHA,0.094292804,0.034739454,0.042183623,0.05955335,0.004962779,0.052109181,0.052109181,0.066997519,0.034739454,0.064516129,0.104218362,0.042183623,0.024813896,0.032258065,0.054590571,0.071960298,0.042183623,0.009925558,0.042183623,0.069478908,2
tr|A0A380FUU5|A0A380FUU5_9STAP,0.077922078,0.015584416,0.051948052,0.067532468,0.002597403,0.101298701,0.036363636,0.057142857,0.036363636,0.072727273,0.072727273,0.093506494,0.028571429,0.044155844,0.031168831,0.049350649,0.044155844,0.007792208,0.031168831,0.077922078,2
tr|A0A1M8FU65|A0A1M8FU65_9MYCO,0.136363636,0.055555556,0.025252525,0.053030303,0.005050505,0.063131313,0.042929293,0.083333333,0.027777778,0.053030303,0.103535354,0.017676768,0.022727273,0.035353535,0.053030303,0.063131313,0.027777778,0.012626263,0.027777778,0.090909091,2
tr|U2Y5Y4|U2Y5Y4_9SPHN,0.141439206,0.052109181,0.029776675,0.05707196,0.00248139,0.052109181,0.042183623,0.081885856,0.044665012,0.071960298,0.091811414,0.017369727,0.014888337,0.032258065,0.066997519,0.047146402,0.044665012,0.017369727,0.034739454,0.05707196,2
tr|A0A380F8W7|A0A380F8W7_STACA,0.068062827,0.031413613,0.04973822,0.07591623,0.005235602,0.086387435,0.041884817,0.054973822,0.018324607,0.081151832,0.07591623,0.052356021,0.020942408,0.052356021,0.041884817,0.060209424,0.054973822,0.007853403,0.039267016,0.081151832,2
tr|A0A380FGF1|A0A380FGF1_STAGA,0.062295082,0.026229508,0.062295082,0.042622951,0.003278689,0.085245902,0.055737705,0.052459016,0.02295082,0.091803279,0.075409836,0.062295082,0.019672131,0.049180328,0.049180328,0.059016393,0.062295082,0.006557377,0.026229508,0.085245902,2
tr|Q5FSL1|Q5FSL1_GLUOX,0.124681934,0.055979644,0.022900763,0.038167939,0.010178117,0.066157761,0.022900763,0.091603053,0.03562341,0.058524173,0.083969466,0.022900763,0.025445293,0.017811705,0.073791349,0.063613232,0.06870229,0.015267176,0.025445293,0.076335878,2
tr|A0A0E0VKY0|A0A0E0VKY0_STAA5,0.078740157,0.015748031,0.047244094,0.05511811,0.005249344,0.078740157,0.052493438,0.057742782,0.028871391,0.078740157,0.076115486,0.076115486,0.034120735,0.041994751,0.041994751,0.047244094,0.05511811,0.005249344,0.047244094,0.076115486,2
